date,same_day_covers,walk_in_covers,advance_covers,total_covers,avg_duration_covers_summary,advance_bookings,same_day_bookings,walk_in_bookings,total_bookings,avg_duration_bookings_summary,day_of_week,month,week_of_year,day_of_month,is_weekend
2026-02-08,19,4,2,25,95,2,19,4,25,95,Sunday,2,6,8,1
2026-02-10,3,11,5,19,120,5,3,11,19,120,Tuesday,2,7,10,0
2026-02-11,7,14,14,35,120,14,7,14,35,120,Wednesday,2,7,11,0
2026-02-12,4,4,23,31,120,23,4,4,31,120,Thursday,2,7,12,0
2026-02-13,13,19,48,80,112,48,13,19,80,112,Friday,2,7,13,0
2026-02-14,15,9,133,166,101,133,15,9,166,101,Saturday,2,7,14,1
2026-02-15,6,4,13,23,111,13,6,4,23,111,Sunday,2,7,15,1
2026-02-17,0,5,3,8,120,3,0,5,8,120,Tuesday,2,8,17,0
2026-02-18,14,0,21,35,120,21,14,0,35,120,Wednesday,2,8,18,0
2026-02-19,19,4,15,42,113,15,19,4,42,113,Thursday,2,8,19,0
2026-02-20,22,16,26,64,114,26,22,16,64,114,Friday,2,8,20,0
2026-02-21,15,6,24,51,109,24,15,6,51,109,Saturday,2,8,21,1
2026-02-22,4,2,6,13,105,6,4,2,13,105,Sunday,2,8,22,1
2026-02-24,0,0,5,5,105,5,0,0,5,105,Tuesday,2,9,24,0
2026-02-25,7,0,21,28,120,21,7,0,28,120,Wednesday,2,9,25,0
2026-02-26,12,12,23,46,120,23,12,12,46,120,Thursday,2,9,26,0
2026-02-27,26,10,29,64,117,29,26,10,64,117,Friday,2,9,27,0
2026-02-28,6,6,24,48,102,24,6,6,48,102,Saturday,2,9,28,1
2026-03-01,2,8,6,17,101,6,2,8,17,101,Sunday,3,9,1,1
2026-03-03,5,11,11,27,117,11,5,11,27,117,Tuesday,3,10,3,0
2026-03-04,14,21,21,57,120,21,14,21,57,120,Wednesday,3,10,4,0
2026-03-05,4,8,23,35,113,23,4,8,35,113,Thursday,3,10,5,0
2026-03-06,6,3,22,32,117,22,6,3,32,117,Friday,3,10,6,0
2026-03-07,18,6,12,36,113,12,18,6,36,113,Saturday,3,10,7,1
2026-03-08,13,11,4,28,107,4,13,11,28,107,Sunday,3,10,8,1
2026-03-10,3,11,0,14,114,0,3,11,14,114,Tuesday,3,11,10,0
2026-03-11,14,35,7,57,108,7,14,35,57,108,Wednesday,3,11,11,0
2026-03-12,12,0,15,27,120,15,12,0,27,120,Thursday,3,11,12,0
2026-03-13,16,10,29,54,118,29,16,10,54,118,Friday,3,11,13,0
2026-03-14,9,21,33,64,109,33,9,21,64,109,Saturday,3,11,14,1
2026-03-15,6,2,49,57,98,49,6,2,57,98,Sunday,3,11,15,1
2026-03-17,8,5,11,24,115,11,8,5,24,115,Tuesday,3,12,17,0
2026-03-18,14,7,21,42,115,21,14,7,42,115,Wednesday,3,12,18,0
2026-03-19,12,12,31,54,115,31,12,12,54,115,Thursday,3,12,19,0
2026-03-20,16,10,10,35,117,10,16,10,35,117,Friday,3,12,20,0
2026-03-21,18,15,9,42,120,9,18,15,42,120,Saturday,3,12,21,1
2026-03-24,8,8,11,27,111,11,8,8,27,111,Tuesday,3,13,24,0
2026-03-25,14,7,28,50,115,28,14,7,50,115,Wednesday,3,13,25,0
2026-03-26,8,4,0,12,110,0,8,4,12,110,Thursday,3,13,26,0
2026-03-27,19,10,22,51,116,22,19,10,51,116,Friday,3,13,27,0
2026-03-28,24,18,30,73,102,30,24,18,73,102,Saturday,3,13,28,1
2026-03-29,6,8,6,21,108,6,6,8,21,108,Sunday,3,13,29,1
2026-03-31,5,11,5,22,120,5,5,11,22,120,Tuesday,3,14,31,0
2026-04-01,0,14,7,21,120,7,0,14,21,120,Wednesday,4,14,1,0
2026-04-02,4,8,19,31,114,19,4,8,31,114,Thursday,4,14,2,0
2026-04-03,16,10,16,41,120,16,16,10,41,120,Friday,4,14,3,0
2026-04-04,3,12,9,24,115,9,3,12,24,115,Saturday,4,14,4,1
2026-04-07,0,3,8,11,120,8,0,3,11,120,Tuesday,4,15,7,0
2026-04-08,7,7,7,21,115,7,7,7,21,115,Wednesday,4,15,8,0
2026-04-09,0,4,19,23,115,19,0,4,23,115,Thursday,4,15,9,0
2026-04-10,6,6,10,22,120,10,6,6,22,120,Friday,4,15,10,0
2026-04-11,12,15,9,36,112,9,12,15,36,112,Saturday,4,15,11,1
2026-04-12,0,6,4,11,90,4,0,6,11,90,Sunday,4,15,12,1
2026-04-14,0,8,3,11,112,3,0,8,11,112,Tuesday,4,16,14,0
2026-04-15,0,21,14,35,114,14,0,21,35,114,Wednesday,4,16,15,0
2026-04-16,12,19,12,42,117,12,12,19,42,117,Thursday,4,16,16,0
2026-04-17,16,10,26,51,119,26,16,10,51,119,Friday,4,16,17,0
2026-04-18,15,21,0,36,110,0,15,21,36,110,Saturday,4,16,18,1
